country_code,country,year,population_total,population_growth_pct,age_dependency_ratio,pop_65_plus_pct,pop_working_age_pct,urban_pop_pct,gdp_per_capita_usd,gdp_growth_pct,primary_energy_consumption,energy_per_capita,electricity_demand,electricity_demand_per_capita,fossil_share_energy,low_carbon_share_energy,renewables_share_energy,energy_per_gdp,demographic_phase
IND,India,1989,846039529,2.23467340339487,74.7462897436702,4.02208086426184,57.2258215963335,25.3865655921008,349.915155021864,5.94734332826503,2143.414,2533.468,,,91.219,8.781,8.257,1.288,growing_young
IND,India,1990,864972221,2.213130886438,74.2102460090207,4.03787048090769,57.4019050737805,25.5784017345035,371.085936203765,5.53345456306495,2300.701,2659.856,,,91.155,8.845,8.068,1.314,growing_young
IND,India,1991,883927600,2.16777668657973,73.6394717785432,4.05841411442611,57.5905921154682,25.7797610905819,305.574055928592,1.05683143296179,2427.663,2746.45,,,90.846,9.154,8.531,1.373,growing_young
IND,India,1992,902957070,2.12998519274824,73.0414337152497,4.08340620224614,57.7896275290253,25.9808576702657,319.182472626315,5.48239602167003,2552.772,2827.125,,,91.613,8.387,7.687,1.379,growing_young
IND,India,1993,922118387,2.09986069412181,72.42005748992,4.11248290182939,57.9978926827321,26.1767814681192,302.884806246174,4.7507762195799,2616.248,2837.215,,,91.747,8.253,7.588,1.346,growing_young
IND,India,1994,941163767,2.04435418122792,71.767235521839,4.14618925499594,58.2183206494931,26.3710188638872,347.73421473994,6.65892406747307,2757.121,2929.481,,,91.312,8.688,8.187,1.342,growing_young
IND,India,1995,960301044,2.01296632914892,71.0333210055779,4.18355923613031,58.4681391112119,26.5661772139368,375.17600537305,7.57449184027195,2963.118,3085.614,,,92.025,7.975,7.258,1.353,growing_young
IND,India,1996,979678458,1.99775909414655,70.2088855735137,4.22377976579751,58.751339330383,26.7648638746349,401.046754673579,7.54952224888829,3081.631,3145.554,,,92.831,7.169,6.408,1.314,growing_young
IND,India,1997,999133762,1.966425183613,69.3432839707025,4.26698407588542,59.0516480610389,26.9696862023486,416.228116203753,4.04982084902483,3252.01,3254.829,,,92.934,7.066,6.202,1.34,growing_young
IND,India,1998,1018665080,1.93596384442712,68.4423001360828,4.31287577856306,59.3675103695515,27.1832515534447,413.630864056851,6.18441582080355,3449.497,3386.291,,,92.109,7.891,6.971,1.343,growing_young
IND,India,1999,1038225823,1.90202919152067,67.5027186489675,4.36123081288453,59.7005235536315,27.4081672842903,441.927991436397,8.84575556114116,3546.363,3415.792,,,92.264,7.736,6.735,1.308,growing_young
IND,India,2000,1057922733,1.87939826197393,66.5658129376285,4.41058746962383,60.0363292788794,27.6470407512523,442.750218937263,3.84099115686554,3725.401,3521.43,572.69,541.334,92.778,7.222,6.042,1.328,growing_young
IND,India,2001,1077898575,1.87060822112685,65.6393614041737,4.46128426322486,60.3721236017034,27.9028652096636,450.357900514128,4.82396626397303,3740.874,3470.525,587.38,544.931,92.907,7.093,5.693,1.272,growing_young
IND,India,2002,1097600380,1.81129424097937,64.7352214074379,4.51627622226394,60.7034726242062,28.1756878910456,469.149928973927,3.80397532120038,3870.809,3526.61,610.99,556.66,93.408,6.592,5.218,1.28,growing_young
IND,India,2003,1116803006,1.73438204419235,63.8360537864219,4.57336676437993,61.0366264092953,28.4660287698,544.143133545002,7.86038147545045,4008.71,3589.451,639.82,572.903,93.619,6.381,5.144,1.233,growing_young
IND,India,2004,1135991513,1.7035704679088,62.8827039448926,4.62602267494844,61.3938727280818,28.7726067228528,624.258826510066,7.92293661307978,4352.651,3831.588,700.02,616.219,91.784,8.216,6.887,1.245,growing_young
IND,India,2005,1154676322,1.63142146860079,61.9081709086155,4.67467509912271,61.7634053727483,29.0945497159107,710.488080408949,7.92343062131789,4608.417,3991.09,706.07,611.487,92.603,7.397,6.359,1.228,growing_young
IND,India,2006,1172878890,1.56412522526913,60.9024728456723,4.72189908061262,62.1494488498081,29.4309857146804,801.668353659022,8.06073257305057,4854.867,4139.274,747.17,637.039,91.891,8.109,7.134,1.193,growing_young
IND,India,2007,1190676021,1.50599144392136,59.8780645451957,4.7700034284851,62.5476673904344,29.7810426848684,1021.88707706826,7.66081506510766,5268.96,4425.184,801.2,672.895,91.819,8.181,7.276,1.197,growing_young
IND,India,2008,1207930964,1.43877181746736,58.8878284434793,4.82207897305879,62.9374830161807,30.1438485921815,992.519584923828,3.08669805950082,5576.529,4616.596,834.25,690.644,92.564,7.436,6.712,1.199,growing_young
IND,India,2009,1225524753,1.44601731955273,57.9164697840483,4.87809420851412,63.3246171976748,30.5185314023263,1094.94974598436,7.8618888330338,5988.39,4886.388,885.01,722.148,93.296,6.704,5.965,1.199,growing_young
IND,India,2010,1243481564,1.45460361883041,56.9435299366504,4.94044719106105,63.7171853960836,30.9042190810094,1347.51939071367,8.49758470165625,6247.89,5024.514,943.02,758.371,92.977,7.023,6.057,1.165,growing_young
IND,India,2011,1261224954,1.41682761544376,55.9876762675338,5.0124057389161,64.1076284698584,31.2746502853309,1445.46127486037,5.24131620024293,6587.01,5222.708,1039.12,823.897,91.76,8.24,6.967,1.151,growing_young
IND,India,2012,1278674502,1.37405616603306,55.060078071414,5.09338826047327,64.4911322144707,31.5898935604399,1429.32199520032,5.45638755164772,6937.768,5425.75,1096.48,857.513,92.556,7.444,6.208,1.146,growing_young
IND,India,2013,1295829511,1.33270430507476,54.1378376565175,5.18262772655076,64.8769968339134,31.9096789235237,1432.84397512195,6.38610640091713,7163.062,5527.781,1150.09,887.532,92.056,7.944,6.75,1.115,growing_young
IND,India,2014,1312277191,1.26129027125347,53.2421090234343,5.30715461269221,65.2562148871274,32.2288233408821,1553.88396075118,7.41022760516977,7652.732,5831.643,1262.79,962.289,92.013,7.987,6.829,1.113,growing_young
IND,India,2015,1328024498,1.19285563384335,52.3977058192572,5.46921307827757,65.6177857140772,32.5472990022299,1583.99815907985,7.99625378567987,7892.49,5943.03,1322.19,995.607,92.41,7.59,6.357,1.068,growing_young
IND,India,2016,1343944296,1.19162966402099,51.5768937298059,5.64173085340436,65.9731160836743,32.8650780972823,1707.50892912243,8.25630550176662,8262.856,6148.214,1400.65,1042.194,92.473,7.527,6.37,1.025,growing_young
IND,India,2017,1359657400,1.1623961434697,50.7672033452389,5.8247052897296,66.3274225183491,33.1821328157539,1950.10468280866,6.79538341902422,8571.671,6304.288,1469.74,1080.964,92.111,7.889,6.793,1.003,growing_young
IND,India,2018,1374659064,1.09729906702925,50.0307900245271,6.01925951437221,66.6529850197096,33.4984353473598,1966.25455171679,6.45385134495295,9063.36,6593.17,1575.34,1145.986,91.616,8.384,7.307,0.988,growing_young
IND,India,2019,1389030312,1.04001395098104,49.3781313856783,6.22347304109804,66.944203338595,33.8139578818147,2041.42863698585,3.87143694070524,9281.595,6682.068,1618.96,1165.533,90.681,9.319,8.108,0.967,growing_young
IND,India,2020,1402617695,0.973438646910149,48.725925362152,6.41685302336898,67.2377729174314,34.1286726088333,1907.04251637669,-5.77772470687303,8792.22,6268.437,1581.83,1127.77,89.847,10.153,8.893,0.983,growing_young
IND,India,2021,1414203896,0.822648220128724,48.0405766189907,6.54579069268807,67.5490478920304,34.4425517181304,2239.61384367482,9.68959249191741,9544.969,6749.358,1695.48,1198.894,90.204,9.796,8.657,0.974,growing_young
IND,India,2022,1425423212,0.790200540609834,47.4637059570602,6.69899975408181,67.8132963616236,34.7555673994206,2279.98145719369,7.6093649776932,10059.478,7057.187,1827.57,1282.125,89.444,10.556,9.421,0.96,growing_young
IND,India,2023,1438069596,0.883289539766135,47.0132181120622,6.92184330138637,68.0210944742065,35.0676918424186,2434.44826340989,7.210224629335,10827.859,7529.441,1956.55,1360.539,90.047,9.953,8.861,,growing_young
IND,India,2024,1450935791,0.890706546985984,46.5639973059355,7.14651714039908,68.2295801537644,35.3788972368389,2591.9916607122,7.09927893176518,11336.057,7812.928,2054.47,1415.962,89.67,10.33,9.146,,growing_young
JPN,Japan,1960,93216000,,55.2221773083982,5.74264383362765,64.4237840296967,63.2581272441637,519.415170624485,,,,,,,,,,unknown
JPN,Japan,1961,94055000,0.89603367679599,53.8152578259676,5.84655698147887,65.0130565101882,64.2724301568983,621.68620494448,12.043536357022,,,,,,,,,growing_young
JPN,Japan,1962,94933000,0.929166208260758,51.3971596123928,5.95342169223361,66.051437825176,65.2338060537393,698.981262831415,8.90897303614973,,,,,,,,,growing_young
JPN,Japan,1963,95900000,1.0134602261801,49.0028053390237,6.06504020873211,67.1128306648893,66.1447111189244,791.924737477456,8.47364243635415,,,,,,,,,growing_young
JPN,Japan,1964,96903000,1.04044962804068,47.0982713087906,6.19075180744998,67.981764433336,67.0205733570673,921.88053754104,11.676708250654,,,,,,,,,growing_young
JPN,Japan,1965,97952000,1.07670845932027,45.8072243377194,6.32985677759516,68.5837073666981,67.8778304862691,1014.65899631996,5.81970783966972,1831.837,18152.105,,,88.375,11.625,11.622,1.958,growing_young
JPN,Japan,1966,98851000,0.91361031403398,44.6219580757694,6.50329256677208,69.1457935091073,68.7175938053346,1167.69027982801,10.6385615902031,2078.875,20403.574,,,89.246,10.754,10.676,2.009,growing_young
