country_code,country,year,total_pop,pop_65_plus_pct,pop_working_age_pct,is_projected,pop_65_plus_pct_calibrated
BRA,Brazil,1960,72388124.0,2.5278290123943536,53.28600586471891,False,2.5278290123943536
BRA,Brazil,1961,74605442.0,2.557455527171865,53.10631093104441,False,2.557455527171865
BRA,Brazil,1962,76865322.0,2.5933176992350337,52.97008708296311,False,2.5933176992350337
BRA,Brazil,1963,79164237.0,2.632106464943255,52.903573112187004,False,2.632106464943255
BRA,Brazil,1964,81488598.0,2.6717725589044985,52.93637522147577,False,2.6717725589044985
BRA,Brazil,1965,83817586.0,2.7138338248013967,53.049400635327295,False,2.7138338248013967
BRA,Brazil,1966,86139356.0,2.7592776523660105,53.21331982096545,False,2.7592776523660105
BRA,Brazil,1967,88446119.0,2.8062938521926553,53.43914072702274,False,2.8062938521926553
BRA,Brazil,1968,90741243.0,2.8548473818019002,53.72134807542807,False,2.8548473818019002
BRA,Brazil,1969,93045768.0,2.905366958763777,54.0447202284364,False,2.905366958763777
BRA,Brazil,1970,95375656.0,2.9573678633465965,54.391827197497854,False,2.9573678633465965
BRA,Brazil,1971,97739280.0,3.0110023319181396,54.75342564422411,False,3.0110023319181396
BRA,Brazil,1972,100146794.0,3.0666713105164405,55.126800164965836,False,3.0666713105164405
BRA,Brazil,1973,102600970.0,3.124247265888422,55.50977247096201,False,3.124247265888422
BRA,Brazil,1974,105089675.0,3.183636261126509,55.90540459850123,False,3.183636261126509
BRA,Brazil,1975,107619567.0,3.244440669418416,56.30455287001852,False,3.244440669418416
BRA,Brazil,1976,110213353.0,3.3045179198930645,56.69422923735928,False,3.3045179198930645
BRA,Brazil,1977,112875287.0,3.361952027639141,57.07247947019617,False,3.361952027639141
BRA,Brazil,1978,115600943.0,3.4165915065243024,57.43419843902139,False,3.4165915065243024
BRA,Brazil,1979,118380819.0,3.468728324983121,57.76709823235806,False,3.468728324983121
BRA,Brazil,1980,121207451.0,3.5173959726287785,58.0601690897699,False,3.5173959726287785
BRA,Brazil,1981,124063113.0,3.562225623018181,58.309554105739714,False,3.562225623018181
BRA,Brazil,1982,126923156.0,3.605048238794188,58.515766027753045,False,3.605048238794188
BRA,Brazil,1983,129790081.0,3.648213302216831,58.69205521183086,False,3.648213302216831
BRA,Brazil,1984,132658861.0,3.693969602226571,58.86416136197642,False,3.693969602226571
BRA,Brazil,1985,135515593.0,3.7442539914945434,59.051450263734594,False,3.7442539914945434
BRA,Brazil,1986,138336371.0,3.801595315811776,59.258232963187965,False,3.801595315811776
BRA,Brazil,1987,141104946.0,3.8685702767640757,59.49258787852837,False,3.8685702767640757
BRA,Brazil,1988,143826357.0,3.945769828544013,59.761720864556146,False,3.945769828544013
BRA,Brazil,1989,146502975.0,4.030825312591775,60.05754695425127,False,4.030825312591775
BRA,Brazil,1990,149143223.0,4.1201013873758106,60.38877743710822,False,4.1201013873758106
BRA,Brazil,1991,151724253.0,4.213572895297101,60.76124691811796,False,4.213572895297101
BRA,Brazil,1992,154275077.0,4.311931732174731,61.1772541847443,False,4.311931732174731
BRA,Brazil,1993,156794574.0,4.414993978044164,61.62218343091388,False,4.414993978044164
BRA,Brazil,1994,159265011.0,4.52173704367496,62.079571262516666,False,4.52173704367496
BRA,Brazil,1995,161735079.0,4.629214667771609,62.55146170238059,False,4.629214667771609
BRA,Brazil,1996,164202549.0,4.73725106423287,63.03254768596802,False,4.73725106423287
BRA,Brazil,1997,166661662.0,4.846131919649284,63.516192464227316,False,4.846131919649284
BRA,Brazil,1998,169159651.0,4.951329676129445,64.00070487258218,False,4.951329676129445
BRA,Brazil,1999,171641544.0,5.052030993149304,64.48434651694814,False,5.052030993149304
BRA,Brazil,2000,174018278.0,5.152121434048439,64.96373616569174,False,5.152121434048439
BRA,Brazil,2001,176301201.0,5.256896122902758,65.43718950615657,False,5.256896122902758
BRA,Brazil,2002,178503485.0,5.369523737869879,65.89644790408434,False,5.369523737869879
BRA,Brazil,2003,180622688.0,5.492656603582381,66.33498998752582,False,5.492656603582381
BRA,Brazil,2004,182675144.0,5.62861688506456,66.74138874635292,False,5.62861688506456
BRA,Brazil,2005,184688101.0,5.7738289268565275,67.10825187379018,False,5.7738289268565275
BRA,Brazil,2006,186653099.0,5.928662882795212,67.44522414814018,False,5.928662882795212
BRA,Brazil,2007,188552311.0,6.095138234609069,67.75866088429964,False,6.095138234609069
BRA,Brazil,2008,190367297.0,6.2726509165069455,68.05980861303084,False,6.2726509165069455
BRA,Brazil,2009,192079958.0,6.462545144871387,68.34981867290912,False,6.462545144871387
BRA,Brazil,2010,193701931.0,6.665024418367828,68.62536027067277,False,6.665024418367828
BRA,Brazil,2011,195284736.0,6.879966798838799,68.8890267388845,False,6.879966798838799
BRA,Brazil,2012,196876113.0,7.112537314265241,69.13578185079263,False,7.112537314265241
BRA,Brazil,2013,198478290.0,7.367838064304161,69.36009575656864,False,7.367838064304161
BRA,Brazil,2014,200085126.0,7.650887052943656,69.53214753204594,False,7.650887052943656
BRA,Brazil,2015,201675534.0,7.953865142610704,69.64098976923994,False,7.953865142610704
BRA,Brazil,2016,203218108.0,8.265362356390012,69.71565152058201,False,8.265362356390012
BRA,Brazil,2017,204703440.0,8.58816148863937,69.74895243577734,False,8.58816148863937
BRA,Brazil,2018,206107265.0,8.924064855258742,69.71961662777875,False,8.924064855258742
BRA,Brazil,2019,207455459.0,9.268988192786,69.66711442382434,False,9.268988192786
BRA,Brazil,2020,208660845.0,9.594592603130693,69.64463984606216,False,9.594592603130693
BRA,Brazil,2021,209550291.0,9.907129167384454,69.61826218604487,False,9.907129167384454
BRA,Brazil,2022,210306411.0,10.248110315571884,69.5457405718364,False,10.248110315571884
BRA,Brazil,2023,211140731.0,10.63031841070968,69.43041842551924,False,10.63031841070968
BRA,Brazil,2024,211998565.0,11.045593162387679,69.28567511765941,True,11.045593162387679
BRA,Brazil,2025,212812397.0,11.476155686550534,69.1330416244501,True,11.479747013133055
BRA,Brazil,2026,213562666.0,11.913934900962511,68.97595340938476,True,11.917526227545032
BRA,Brazil,2027,214261029.0,12.357443686131088,68.81403943971537,True,12.361035012713609
BRA,Brazil,2028,214911379.0,12.804737063271087,68.64935336904612,True,12.808328389853608
BRA,Brazil,2029,215515169.0,13.250082642674679,68.49480093904667,True,13.2536739692572
BRA,Brazil,2030,216074416.0,13.686516685992107,68.35825764768005,True,13.690108012574628
BRA,Brazil,2031,216587346.0,14.110376051239854,68.21844522717407,True,14.113967377822375
BRA,Brazil,2032,217055383.0,14.51908059796886,68.08087685160059,True,14.522671924551382
BRA,Brazil,2033,217479386.0,14.912825806856011,67.96411361948576,True,14.916417133438532
BRA,Brazil,2034,217860884.0,15.298340109553582,67.83971600886372,True,15.301931436136103
BRA,Brazil,2035,218199705.0,15.684076199828043,67.67754291876791,True,15.687667526410564
BRA,Brazil,2036,218495206.0,16.07441080423522,67.48202612738332,True,16.078002130817744
BRA,Brazil,2037,218747237.0,16.470684838867243,67.26678746575436,True,16.474276165449766
BRA,Brazil,2038,218955564.0,16.873237804543756,67.03200289534547,True,16.87682913112628
BRA,Brazil,2039,219118376.0,17.27891639722631,66.78275673237009,True,17.282507723808834
BRA,Brazil,2040,219237077.0,17.69048717977571,66.51606288292194,True,17.69407850635823
BRA,Brazil,2041,219307150.0,18.115663807586756,66.22346695034796,True,18.11925513416928
BRA,Brazil,2042,219319762.0,18.556947458296076,65.9065310311617,True,18.560538784878595
BRA,Brazil,2043,219276520.0,19.014647806340594,65.56670089437756,True,19.018239132923114
BRA,Brazil,2044,219178994.0,19.48778312213624,65.20673646307547,True,19.49137444871876
BRA,Brazil,2045,219026200.0,19.97511484927374,64.82978337751373,True,19.97870617585626
BRA,Brazil,2046,218821036.0,20.473798506282552,64.43839202004327,True,20.47738983286507
BRA,Brazil,2047,218565371.0,20.979036976539163,64.03694435199435,True,20.982628303121686
BRA,Brazil,2048,218258217.0,21.484756745721974,63.63258066934543,True,21.488348072304497
BRA,Brazil,2049,217897823.0,21.983255885947976,63.23429169826997,True,21.9868472125305
BRA,Brazil,2050,217489300.0,22.47057349487998,62.846220480731695,True,22.4741648214625
BRA,Brazil,2051,217040326.0,22.944605695072536,62.469575815141376,True,22.948197021655055
BRA,Brazil,2052,216546445.0,23.39964943779151,62.110456258009684,True,23.403240764374033
BRA,Brazil,2053,216005323.0,23.832219171746985,61.77364990213691,True,23.835810498329508
BRA,Brazil,2054,215419902.0,24.243749307805366,61.456603020829526,True,24.24734063438789
BRA,Brazil,2055,214791956.0,24.633807050018206,61.159061748103824,True,24.63739837660073
BRA,Brazil,2056,214123888.0,25.00420831140522,60.879527369687956,True,25.007799637987738
BRA,Brazil,2057,213414294.0,25.357184369290653,60.615013912798176,True,25.360775695873173
BRA,Brazil,2058,212662996.0,25.70205161597554,60.35610116204702,True,25.705642942558065
BRA,Brazil,2059,211870762.0,26.047454343889132,60.093992110152506,True,26.05104567047165
BRA,Brazil,2060,211038809.0,26.39617436430851,59.82458041639157,True,26.39976569089103
BRA,Brazil,2061,210170463.0,26.747718112987172,59.54854274646576,True,26.751309439569695
BRA,Brazil,2062,209264203.0,27.101206124585005,59.26770810390347,True,27.104797451167528
BRA,Brazil,2063,208321477.0,27.45877516987843,58.9792386120611,True,27.46236649646095
BRA,Brazil,2064,207347939.0,27.80667957350664,58.695420165232505,True,27.810270900089158
BRA,Brazil,2065,206343449.0,28.131573491339672,58.42960539057385,True,28.135164817922195
